time,temp,humid,gas,defuzz
240.000000,70.931032,4.032322,17.235153,80.297275
241.000000,82.025775,2.843542,20.771273,80.294422
242.000000,69.183965,4.957109,17.726656,80.297275
244.000000,74.854649,3.871535,19.495004,80.297275
245.000000,80.972688,3.000411,21.814496,80.264436
246.000000,85.170113,2.451624,21.721927,80.268959
247.000000,82.893032,2.705356,21.778585,80.266266
248.000000,77.645165,3.253894,19.295223,80.297275
250.000000,78.129433,3.087902,19.316803,80.297275
251.000000,69.942077,4.182449,17.530343,80.297275
252.000000,71.583507,4.079107,18.264327,80.297275
253.000000,51.716430,9.092307,10.110707,78.469895
254.000000,54.467274,7.567486,11.326989,79.614050
256.000000,54.391393,7.514762,11.451261,79.589984
257.000000,47.519138,10.217290,9.440997,78.841587
258.000000,53.106127,8.040312,11.687260,79.115917
259.000000,50.087151,9.215310,9.759108,77.557484
260.000000,49.622758,9.344619,10.059533,77.730975
262.000000,35.491464,18.210226,5.590189,66.416505
263.000000,52.051456,8.506360,11.667560,78.637552
264.000000,52.629480,8.086032,10.878304,78.909272
265.000000,55.469087,7.383910,12.574417,79.889885
266.000000,56.790924,6.999686,13.115629,80.136012
268.000000,49.914351,9.583218,9.807082,77.556570
269.000000,45.432044,11.389732,8.632209,79.645301
270.000000,51.990137,8.393515,11.099450,78.607403
271.000000,52.733034,8.168834,11.491064,78.955534
272.000000,56.146641,7.089978,12.509692,80.032402
274.000000,57.332028,6.819353,13.166731,80.200381
275.000000,59.447343,6.170590,13.512651,80.296175
276.000000,46.801871,10.573294,9.240472,79.153934
277.000000,54.900060,7.507906,12.357203,79.742796
278.000000,56.328975,7.185854,13.208228,80.064843
280.000000,53.787555,7.889703,11.925291,79.382719
281.000000,43.846165,12.098799,8.121581,80.033727
282.000000,55.007921,7.610443,12.748877,79.772616
283.000000,64.953760,5.155347,16.955932,80.297275
284.000000,61.138440,5.676931,13.433599,80.297275
286.000000,54.812729,7.433500,11.664601,79.717982
287.000000,57.234591,7.035564,13.293894,80.190228
288.000000,54.504147,7.648427,12.170323,79.625588
289.000000,56.726855,6.875375,12.564558,80.127045
290.000000,48.713612,9.824672,10.164671,78.244232
292.000000,58.934041,6.383679,13.971299,80.290056
293.000000,59.708154,6.205857,14.305755,80.297088
294.000000,58.107196,6.630801,13.389189,80.260292
295.000000,46.766112,11.377757,9.880691,79.168540
296.000000,59.736724,6.258466,14.731536,80.297134
298.000000,65.300853,5.306940,16.066280,80.297275
299.000000,49.271801,10.687790,10.866926,77.934689
300.000000,53.938459,8.330067,12.300354,79.437118
301.000000,68.733737,4.518824,17.731800,80.297275
302.000000,50.492030,9.444322,12.181613,77.798355
304.000000,68.916362,4.455352,18.156539,80.297275
305.000000,58.811520,7.006196,13.776867,80.287427
306.000000,67.868698,4.799695,17.557429,80.297275
307.000000,65.535863,5.139610,16.547172,80.297275
308.000000,62.043906,6.015751,15.238309,80.297275
