time,temp,humid,gas,smoke,defuzz
554.418320,54.776271,7.120289,9.388583,24.103110,79.707466
555.605730,54.836575,7.099248,9.535385,24.479991,79.724819
556.805520,59.579756,5.889588,10.977902,28.183335,80.021553
558.004900,64.751928,4.863682,13.586095,34.879294,79.574851
559.206480,63.393764,5.571311,15.842170,40.671268,80.297275
560.415520,67.549832,4.559579,16.755620,43.016348,80.297275
561.604060,63.456362,5.565959,13.988547,35.912499,79.995492
562.813090,56.390637,7.617708,11.854054,30.432660,78.888627
564.014950,59.144327,6.420040,12.422409,31.891786,77.691340
565.212570,58.705505,6.302356,11.744575,30.151598,79.080494
566.412660,48.891933,9.260332,7.884587,20.241931,78.147349
567.612760,52.296604,8.050883,8.748531,22.459919,78.755548
568.817720,45.011513,11.661136,7.260259,18.639110,78.064860
570.000530,47.106634,10.295673,7.640409,19.615061,77.838869
571.201080,54.089844,7.348009,9.139549,23.463770,79.489975
572.407160,52.864206,7.820874,8.948678,22.973750,79.013047
573.618480,50.698479,8.709981,8.710148,22.361378,77.917730
574.821270,50.307731,9.052562,8.073404,20.726679,77.689770
576.003410,55.365661,7.608368,10.015554,25.712719,79.865019
577.204000,67.206818,4.558421,15.802282,40.568863,80.297275
578.401120,61.054641,5.843141,13.649514,35.042108,79.654484
579.606040,61.574535,5.762940,13.296334,34.135395,79.148683
580.807240,58.777388,6.540765,12.794191,32.846254,78.184891
582.001900,68.188218,4.582471,16.415709,42.143700,80.297275
583.203120,64.229808,5.209026,14.748397,37.863245,80.291170
584.405060,62.279332,5.579312,13.232601,33.971777,79.041614
585.614890,68.466369,4.399333,15.841731,40.670140,80.297275
586.812920,63.337457,5.264153,13.786404,35.393543,79.809355
588.017960,61.648852,5.831466,13.524689,34.721647,79.493027
589.200500,51.607050,8.723127,10.876575,27.923200,78.413596
590.415160,59.520220,6.531652,14.474648,37.160457,80.247579
591.613740,65.948990,5.225244,16.977776,43.586684,80.297275
592.814450,65.970543,4.905391,15.931479,40.900547,80.297275
594.014840,62.998661,5.735422,14.797574,37.989498,80.293987
595.202090,52.619228,9.741620,11.927284,30.620663,78.752834
596.412280,65.595615,5.352333,16.404817,42.115738,80.297275
597.617620,64.367475,6.110255,17.119079,43.949449,80.297275
598.811250,64.712508,5.379743,16.671104,42.799372,80.297275
600.004550,69.628644,5.243622,17.816019,45.738687,80.297275
601.216410,71.551049,4.456567,18.850623,48.394805,80.297275
602.413840,82.934618,3.047257,22.483022,57.720184,80.297275
603.610430,77.035299,3.523727,21.800347,55.967569,80.297275
604.812320,89.860836,2.230937,25.998580,66.745603,80.297275
606.014530,100.055360,1.947408,30.101540,77.279045,80.297275
607.206210,109.437350,1.684353,33.029382,84.795632,80.297275
608.407330,89.712912,2.570534,25.786029,66.199925,80.297275
609.606100,98.862579,1.825745,29.336817,75.315788,80.297275
610.812040,71.688009,6.617454,20.304795,52.128070,80.297275
612.012040,100.143570,2.432656,31.755243,81.524562,80.297275
613.206430,112.252410,1.688950,34.263022,87.962729,80.297275
614.414230,101.432250,2.061351,30.627277,78.628757,80.297275
615.609730,88.329266,2.742234,25.994687,66.735609,80.297275
616.800290,88.631741,2.439920,25.381745,65.162015,80.297275
618.003510,94.808248,2.764438,29.422880,75.536737,80.297275
619.208330,91.629942,2.659604,26.992077,69.296187,80.297275
620.403830,95.557083,2.280722,27.573972,70.790073,80.297275
621.608180,96.318589,2.330920,28.481605,73.120221,80.297275
622.814960,87.444884,2.616356,25.773383,66.167459,80.297275
624.013200,90.662430,2.274191,26.012963,66.782528,80.297275
625.200150,86.920418,2.618681,24.906419,63.941721,80.297275
626.403300,112.443240,1.777560,34.960135,89.752413,80.297275
627.607090,93.276808,2.354093,26.164464,67.171473,80.297275
628.801820,98.928356,2.776319,29.978041,76.961989,80.297275
630.008670,110.245380,1.669952,33.676433,86.456792,80.297275
631.203040,71.753328,6.021792,19.679901,50.523792,80.297275
632.403770,86.381220,2.498373,25.505705,65.480256,80.297275
633.605770,107.882440,1.922997,33.677225,86.458826,80.297275
634.803610,105.246310,1.814929,32.082289,82.364179,80.297275
636.001360,115.793560,1.714594,35.446182,91.000231,80.297275
637.206870,99.886218,1.875182,29.491594,75.713144,80.297275
638.408890,89.528601,2.608894,26.613106,68.323262,80.297275
639.610910,96.962741,4.064501,27.402443,70.349711,80.297275
640.814710,99.007480,2.758083,30.310094,77.814462,80.297275
642.013810,112.889000,1.763345,34.865306,89.508960,80.297275
643.214050,99.633170,2.722115,30.860268,79.226912,80.297275
644.408670,119.644690,1.891236,38.891493,99.845305,80.297275
645.606250,122.878290,1.783347,38.191078,98.047143,80.297275
646.810020,107.076910,2.083864,32.630413,83.771367,80.297275
648.005540,100.589430,2.095391,31.427146,80.682244,80.297275
649.202040,105.635670,1.985781,33.986872,87.253776,80.297275
650.400390,119.615270,1.768315,37.592245,96.509773,80.297275
651.605910,107.025110,2.123552,32.648943,83.818937,80.297275
652.810630,105.699980,1.993088,33.113136,85.010650,80.297275
654.010560,102.188640,2.375581,30.383271,78.002326,80.297275
655.214070,94.314591,2.403402,28.043609,71.995763,80.297275
656.406820,111.845000,1.828543,35.543356,91.249704,80.297275
657.603800,121.821330,1.785064,38.194020,98.054696,80.297275
658.800200,94.774067,2.547068,29.807572,76.524348,80.297275
660.008250,114.160580,1.980171,37.249773,95.630552,80.297275
661.212580,114.238570,1.903311,35.529045,91.212963,80.297275
662.403520,124.571420,1.796750,38.724468,99.416506,80.297275
663.608950,122.371750,1.794590,38.638747,99.196434,80.297275
664.812180,112.717070,1.803420,35.510819,91.166172,80.297275
666.001520,143.798430,2.114502,48.436883,124.350980,80.297275
667.204600,112.075410,2.118631,35.414908,90.919943,80.297275
668.407030,149.700440,2.090155,50.426250,129.458240,80.297275
669.603690,121.006750,1.733718,36.214821,92.973540,80.297275
670.800510,120.963590,1.845058,40.650556,104.361310,80.297275
672.001830,120.779700,2.205778,38.354366,98.466349,80.297275
673.204800,129.564590,1.932569,44.137125,113.312310,80.297275
674.404330,122.344030,1.911292,39.465946,101.320090,80.297275
675.604570,127.827690,1.866628,41.347547,106.150680,80.297275
676.808320,136.661090,1.959565,45.215373,116.080470,80.297275
678.005420,110.330410,2.425694,35.809363,91.932618,80.297275
679.215190,97.931011,2.322594,29.025427,74.516363,80.297275
680.406800,100.427600,2.706836,30.807679,79.091901,80.297275
681.606780,84.203327,3.170930,22.438168,57.605031,80.297275
682.802490,104.936720,2.328415,30.358282,77.938174,80.297275
684.014520,120.314280,2.174207,39.303248,100.902390,80.297275
685.209070,107.508640,1.834791,32.071358,82.336116,80.297275
686.403980,103.322870,1.829394,30.614813,78.596761,80.297275
687.604490,104.906090,2.726303,31.852682,81.774715,80.297275
688.806590,106.030850,2.037585,31.730582,81.461249,80.297275
690.001300,98.955000,2.667469,30.472382,78.231100,80.297275
691.212940,107.043620,1.906211,31.662763,81.287140,80.297275
692.411240,83.719059,2.684457,24.358082,62.533987,80.297275
693.605780,85.661720,3.391567,24.093722,61.855301,80.297275
694.801970,95.576117,2.086447,28.560088,73.321709,80.297275
696.012280,118.471240,2.028802,37.549032,96.398833,80.297275
697.202710,112.719900,1.824939,33.910751,87.058351,80.297275
698.403380,99.201972,1.877168,29.088859,74.679210,80.297275
699.611850,94.902272,2.305950,25.931673,66.573833,80.297275
700.805420,114.571980,2.932745,39.360645,101.049750,80.297275
702.000650,78.635489,4.026940,21.511619,55.226322,80.297275
703.210920,90.423410,2.681153,25.486135,65.430013,80.297275
704.401700,102.186590,2.564949,32.466795,83.351315,80.297275
705.610010,108.848720,1.840985,32.148690,82.534651,80.297275
706.804700,102.289580,1.859298,29.786463,76.470154,80.297275
708.001600,129.367060,1.948720,41.539650,106.643860,80.297275
709.203850,108.903230,1.995962,32.418179,83.226504,80.297275
710.405210,98.562615,1.788382,27.446442,70.462669,80.297275
711.611390,88.077078,2.685365,23.805630,61.115689,80.297275
712.803020,93.629264,2.610765,27.241825,69.937360,80.297275
714.010850,112.556200,1.659954,32.639383,83.794395,80.297275
715.208280,116.131560,1.802552,36.469415,93.627154,80.297275
716.407930,95.295116,2.659051,26.749842,68.674301,80.297275
717.604360,78.141461,6.176880,21.743581,55.821833,80.297275
718.801840,88.934109,3.149705,26.218807,67.310988,80.297275
720.015920,83.545134,2.848382,23.158542,59.454432,80.297275
721.212760,114.874280,1.772205,32.799679,84.205920,80.297275
722.403310,126.988990,1.807722,39.085718,100.343930,80.297275
723.604710,123.680660,1.798311,38.642455,99.205955,80.297275
724.813330,103.873850,2.459931,33.319095,85.539406,80.297275
726.012460,107.576580,1.813333,32.037439,82.249037,80.297275
727.205690,118.524140,1.793978,36.384397,93.408891,80.297275
728.409880,122.724610,1.757158,37.049749,95.117034,80.297275
729.608050,114.329000,1.693386,34.609142,88.851315,80.297275
730.800430,108.147640,2.109936,34.353641,88.195372,80.297275
732.013260,100.849930,1.722101,30.241374,77.638036,80.297275
733.212700,104.813060,2.779470,31.527289,80.939340,80.297275
734.401500,98.877076,2.590958,28.617052,73.467950,80.297275
735.610940,90.004931,3.065662,26.095065,66.993307,80.297275
736.815730,114.702600,1.729708,35.517733,91.183922,80.297275
738.011010,96.926712,4.142301,28.263980,72.561516,80.297275
739.213830,97.931408,3.109202,28.857491,74.085223,80.297275
740.405600,106.856480,3.421651,34.233673,87.887382,80.297275
741.602560,116.971730,3.658340,36.125137,92.743296,80.297275
742.807290,90.588299,4.192058,26.159807,67.159518,80.297275
744.004570,87.777152,5.237183,26.474200,67.966651,80.297275
745.202230,91.808309,2.327265,25.143644,64.550744,80.297275
746.408940,94.217243,3.035649,28.303083,72.661905,80.297275
747.604940,118.361950,1.834683,36.841681,94.582866,80.297275
748.813960,91.868724,2.213071,25.908796,66.515103,80.297275
750.006840,128.409760,1.829138,40.014186,102.727570,80.297275
751.205030,103.358390,1.960456,30.927617,79.399814,80.297275
752.406900,140.799790,1.997072,46.708604,119.914010,80.297275
753.600800,149.779860,2.016220,47.488041,121.915040,80.297275
754.812350,177.745990,2.368417,61.542937,157.997880,80.297275
756.009520,140.856980,1.904950,43.039694,110.494890,80.297275
757.200600,123.459800,1.911941,40.570685,104.156260,80.297275
758.404210,180.265970,2.414910,63.394290,162.750820,80.297275
759.611330,144.492480,2.001613,46.890040,120.379810,80.297275
760.809310,167.136140,2.149984,52.811164,135.580980,80.297275
762.010530,156.341590,2.097592,50.715732,130.201420,80.297275
763.208150,169.835300,2.257769,57.111712,146.621690,80.297275
764.411250,163.055630,2.193767,54.563528,140.079790,80.297275
765.607130,133.352980,2.166005,41.757560,107.203300,80.297275
766.811180,135.757540,1.868350,41.577817,106.741850,80.297275
768.000360,127.282900,1.841607,39.979412,102.638300,80.297275
769.207130,115.327950,2.682807,35.804352,91.919754,80.297275
770.407470,123.915550,1.897971,39.482397,101.362320,80.297275
771.611670,144.747630,2.025007,46.118718,118.399600,80.297275
772.803110,156.181180,2.101994,50.893533,130.657890,80.297275
774.000360,124.510290,1.773437,37.493983,96.257508,80.297275
775.204900,162.396790,2.100379,50.829406,130.493260,80.297275
776.404830,138.329120,1.870461,41.663232,106.961130,80.297275
777.606560,155.754920,2.060226,49.226100,126.377120,80.297275
778.806700,158.298520,2.128853,51.967781,133.415780,80.297275
780.008400,168.529920,2.185748,54.233465,139.232420,80.297275
781.209680,136.724240,1.867064,41.529683,106.618270,80.297275
782.407320,159.879800,2.102116,50.899994,130.674480,80.297275
783.600640,137.095320,1.910167,42.266218,108.509160,80.297275
784.806960,127.455290,2.056338,39.629387,101.739680,80.297275
786.006120,126.706800,1.942555,40.031943,102.773160,80.297275
787.208690,135.892510,1.939017,43.677022,112.131090,80.297275
788.406020,136.504550,1.915553,43.458706,111.570610,80.297275
789.606010,148.922100,2.027368,47.918847,123.021040,80.297275
790.804030,162.398170,2.209231,55.181247,141.665640,80.297275
792.003770,159.616200,2.206528,55.067853,141.374530,80.297275
793.207450,148.980990,2.103998,50.979816,130.879400,80.297275
794.403790,169.920100,2.309661,59.181399,151.935150,80.297275
795.611940,167.019770,2.208116,55.134119,141.544650,80.297275
796.802350,165.959140,2.264478,55.921367,143.565740,80.297275
798.000720,162.934120,2.169848,53.598196,137.601510,80.297275
799.202520,177.101520,2.387405,61.347928,157.497230,80.297275
800.407860,157.879340,2.593171,57.220403,146.900730,80.297275
801.610600,130.783390,2.918809,39.894423,102.420110,80.297275
802.808960,147.152460,2.059990,48.588204,124.739470,80.297275
804.004090,188.532390,2.386068,62.232519,159.768220,80.297275
805.209700,170.451730,2.210240,55.217945,141.759860,80.297275
806.408080,139.160300,1.961996,45.312883,116.330800,80.297275
807.609530,132.517480,2.295034,38.966743,100.038490,80.297275
808.801290,190.535080,2.478403,65.930992,169.263240,80.297275
810.001200,180.958290,2.299613,58.785219,150.918050,80.297275
811.209990,170.716760,2.137476,52.316329,134.310600,80.297275
812.405440,170.480430,2.238458,56.338671,144.637070,80.297275
813.608640,154.055430,2.073680,49.765560,127.762070,80.297275
814.809530,190.141330,2.507317,67.116122,172.305800,80.297275
816.004240,171.793790,2.380618,60.518096,155.366820,80.297275
817.211230,148.169260,2.070237,46.663751,119.798860,80.297275
818.408080,165.265310,2.211994,53.305031,136.848880,80.297275
819.601740,165.091750,3.595353,55.724423,143.060130,80.297275
820.809080,171.721890,2.421532,60.232710,154.634160,80.297275
822.002900,207.862400,2.665323,73.402933,188.445790,80.297275
823.212080,153.045040,2.067148,49.517013,127.123980,80.297275
824.409360,146.034270,1.948407,44.770333,114.937930,80.297275
825.602010,162.759220,2.199902,52.450338,134.654640,80.297275
826.811780,111.711200,3.247301,35.339297,90.725827,80.297275
828.001810,160.794790,2.112993,51.332973,131.786050,80.297275
829.208740,171.136040,2.183623,54.150573,139.019620,80.297275
830.411150,160.522640,2.188017,54.327264,139.473230,80.297275
831.604290,179.930200,2.366422,61.444220,157.744440,80.297275
832.802810,161.373050,2.133506,52.148432,133.879560,80.297275
834.001080,188.504260,2.382347,62.082287,159.382540,80.297275
835.207810,148.279710,2.005514,47.044455,120.776230,80.297275
836.401610,173.385760,2.266460,57.466571,147.532710,80.297275
837.600130,134.386710,1.935376,44.252477,113.608440,80.297275
838.810910,138.999080,1.895134,42.297304,108.588970,80.297275
840.005210,162.350520,2.129026,51.957414,133.389170,80.297275
841.209270,208.000850,2.590833,70.426007,180.803190,80.297275
842.408300,156.500280,2.229136,51.219264,131.494130,80.297275
843.612290,138.329310,2.644979,42.674025,109.556120,80.297275
844.801240,143.142490,1.984748,46.220202,118.660140,80.297275
846.005000,169.116550,2.264182,57.028045,146.406890,80.297275
847.208860,201.217380,2.589054,70.355974,180.623400,80.297275
848.404800,182.799490,2.317841,59.507501,152.772340,80.297275
849.613580,200.619400,2.642428,72.537352,186.223600,80.297275
850.810080,209.299170,2.526994,67.875107,174.254320,80.297275
852.004670,184.276670,2.429568,63.976096,164.244470,80.297275
853.203770,180.976000,2.442651,64.506603,165.606430,80.297275
854.408660,185.419490,2.392749,62.496807,160.446730,80.297275
855.608900,191.213070,2.465879,65.428017,167.971960,80.297275
856.803710,210.338920,2.549668,68.766777,176.543490,80.297275
858.010640,193.987350,2.473589,65.725338,168.735260,80.297275
859.210990,219.815820,2.735622,76.205981,195.642000,80.297275
860.410970,222.185500,2.750209,76.788896,197.138500,80.297275
861.604750,179.937580,2.361046,61.177130,157.058750,80.297275
862.805310,178.708910,2.560213,60.650644,155.707110,80.297275
864.003840,150.008050,2.193372,47.186025,121.139680,80.297275
865.208550,168.543330,2.239300,56.380279,144.743890,80.297275
866.409270,190.861980,2.404738,62.988533,161.709120,80.297275
867.601490,168.627000,2.250144,56.818449,145.868800,80.297275
868.802730,172.152170,2.345243,60.606675,155.594230,80.297275
870.009950,192.913900,2.484759,66.195041,169.941120,80.297275
871.200790,181.275180,2.361205,61.255157,157.259070,80.297275
872.405190,182.829930,2.358239,61.138095,156.958530,80.297275
873.609140,159.102240,2.541446,50.954013,130.813160,80.297275
874.806370,217.810850,2.716229,75.439937,193.675350,80.297275
876.004100,180.577420,2.396524,62.676436,160.907880,80.297275
877.208630,171.241850,2.217464,55.505898,142.499110,80.297275
878.400060,210.672500,2.670358,73.595363,188.939810,80.297275
879.607660,196.417010,2.821252,66.414917,170.505610,80.297275
880.809640,250.218180,2.980656,86.023963,220.847500,80.297275
882.006910,192.444980,2.464642,65.374796,167.835330,80.297275
883.202320,266.583330,3.331287,100.105390,256.998450,80.297275
884.406910,198.508610,2.493562,66.527203,170.793880,80.297275
885.604090,214.532000,2.717509,75.493178,193.812030,80.297275
886.807660,235.433790,2.930108,84.002381,215.657530,80.297275
888.003870,285.146160,3.470024,105.654080,271.243480,80.297275
889.205570,220.633320,2.663626,73.323971,188.243070,80.297275
890.406650,244.661870,3.040601,88.422311,227.004720,80.297275
891.607200,232.195850,2.806680,79.057833,202.963500,80.297275
892.805340,218.066520,2.916884,83.478682,214.313050,80.297275
894.003830,225.180190,2.845934,80.655155,207.064270,80.297275
895.203900,205.175330,2.649018,67.545069,173.407020,80.297275
896.406890,185.417520,3.519143,67.288455,172.748220,80.297275
897.603700,213.301420,2.627845,71.891311,184.565040,80.297275
898.803640,196.752800,2.533001,68.134405,174.920010,80.297275
900.004150,243.163240,3.007373,87.113628,223.644970,80.297275
901.207700,235.940460,3.032099,88.126093,226.244250,80.297275
902.409150,216.612260,2.761611,77.281027,198.401940,80.297275
903.600120,199.993800,2.568351,69.555819,178.569180,80.297275
904.801020,215.956940,2.629168,71.984318,184.803810,80.297275
906.008310,262.295330,3.237683,96.377257,247.427290,80.297275
907.204340,209.284720,2.622112,71.672061,184.002160,80.297275
908.404700,183.820670,2.453898,64.650146,165.974950,80.297275
909.603670,189.755940,2.500654,66.607933,171.001130,80.297275
910.800350,211.570250,2.634550,72.168721,185.277230,80.297275
912.001880,213.957880,2.716142,75.450596,193.702710,80.297275
913.201090,229.128940,2.802311,78.925707,202.624290,80.297275
914.400170,196.037640,2.619993,71.622343,183.874520,80.297275
915.608490,213.443190,2.637512,72.281966,185.567960,80.297275
916.801210,204.977070,2.625233,71.813749,184.365910,80.297275
918.006010,230.934940,2.920272,83.684964,214.842630,80.297275
919.200460,225.163870,2.744819,76.593890,196.637870,80.297275
920.400160,261.339790,3.120299,91.652431,235.297340,80.297275
921.607410,175.877640,2.879699,61.977972,159.114730,80.297275
922.809220,190.062810,2.431004,64.049025,164.431700,80.297275
924.000500,195.457960,2.501331,66.845841,171.611910,80.297275
925.204370,190.628540,2.518810,66.364917,170.377240,80.297275
926.408940,293.683780,3.512129,107.396920,275.717850,80.297275
927.602330,197.242990,2.890908,74.617798,191.564690,80.297275
928.809050,299.956700,3.725212,115.938040,297.645280,80.297275
930.003320,276.283790,3.420905,103.746520,266.346240,80.297275
931.206820,238.470200,3.137745,92.378707,237.161890,80.297275
932.403410,259.021230,3.346932,100.798650,258.778240,80.297275
933.606160,223.509940,2.837211,80.329988,206.229470,80.297275
934.804150,245.600270,3.174150,93.782542,240.765930,80.297275
936.007090,238.529760,3.226227,95.886161,246.166510,80.297275
937.206310,312.304320,4.002715,127.172980,326.488490,80.297275
938.407580,314.976560,3.949663,125.048120,321.033390,80.297275
939.608060,225.360470,2.820220,79.644716,204.470190,80.297275
940.808660,281.594930,3.605967,111.127480,285.295220,80.297275
942.004960,261.857600,3.302708,98.978965,254.106600,80.297275
943.206410,301.694540,3.677592,114.042990,292.780150,80.297275
944.404420,264.765860,3.479353,106.181730,272.598100,80.297275
945.602340,266.948680,3.285684,98.306156,252.379310,80.297275
946.808230,242.377740,3.235129,91.438914,234.749180,80.297275
948.003950,274.884650,3.537901,108.441310,278.399070,80.297275
949.208960,246.418970,3.165676,93.497956,240.035320,80.297275
950.404370,272.826500,3.514868,107.473020,275.913190,80.297275
951.601820,292.441910,3.659267,113.252520,290.750780,80.297275
952.804060,284.931310,3.565800,109.560490,281.272330,80.297275
954.008910,254.198680,3.293178,98.626554,253.201860,80.297275
955.202070,267.877980,3.565359,109.518390,281.164230,80.297275
956.406350,267.535370,3.420810,103.754580,266.366930,80.297275
957.606200,304.229400,3.814412,119.558550,306.940120,80.297275
958.808520,238.192280,3.074724,89.799759,230.541010,80.297275
960.005770,215.829180,2.852946,80.689561,207.152600,80.297275
961.203740,292.839310,3.638245,112.488260,288.788720,80.297275
962.410200,262.981280,3.346520,100.698420,258.520920,80.297275
963.604990,238.683760,3.068205,89.651489,230.160370,80.297275
964.804830,267.375630,3.504290,105.641950,271.212330,80.297275
966.000720,281.569370,3.705873,115.187330,295.717990,80.297275
967.209720,229.506170,2.944488,84.635457,217.282810,80.297275
968.406970,282.864300,3.683596,114.323200,293.499520,80.297275
969.608180,271.557230,3.490791,106.500080,273.415390,80.297275
970.803180,286.551340,3.544814,108.742770,279.173000,80.297275
972.006550,239.421190,3.123686,91.840138,235.779240,80.297275
973.205240,249.914490,3.356773,99.936059,256.563720,80.297275
974.405510,292.606720,3.801620,119.017370,305.550780,80.297275
975.608230,298.214450,3.562361,109.493710,281.100880,80.297275
976.811240,226.564750,2.974036,85.863774,220.436250,80.297275
978.010050,233.801000,3.097730,90.774076,233.042360,80.297275
979.203420,262.415800,3.257714,97.148939,249.408410,80.297275
980.406750,278.083400,3.475886,105.946530,271.994290,80.297275
981.607240,303.951370,3.833919,120.345780,308.961160,80.297275
982.801880,261.023420,3.323548,99.884416,256.431140,80.297275
984.006930,328.067930,4.025339,128.082210,328.822740,80.297275
985.206020,260.319610,3.379756,101.891890,261.584890,80.297275
986.405770,314.743830,3.876112,122.129290,313.539940,80.297275
987.601920,249.222260,3.435309,103.813290,266.517650,80.297275
988.802680,295.884860,3.931507,124.294820,319.099470,80.297275
990.008120,283.107140,3.639860,112.525260,288.883720,80.297275
991.209510,255.833270,3.404354,103.109790,264.711580,80.297275
992.404280,232.244160,3.077792,89.978623,231.000210,80.297275
993.604340,260.651890,3.302472,99.040133,254.263630,80.297275
994.808150,270.732080,3.380671,102.088040,262.088460,80.297275
996.000220,283.414660,3.486575,106.407410,273.177480,80.297275
997.205490,228.943090,3.218317,92.147848,236.569220,80.297275
998.403590,282.565380,3.481000,106.172690,272.574900,80.297275
999.608430,302.241980,3.689667,114.551490,294.085610,80.297275
1000.800500,330.620800,4.448285,145.204730,372.781020,80.297275
1002.009200,224.712590,2.897004,82.713498,212.348610,80.297275
1003.201300,225.759440,3.132624,92.167323,236.619210,80.297275
1004.408600,304.077030,3.713158,115.632500,296.860860,80.297275
1005.606500,272.051490,4.037927,128.432500,329.722040,80.297275
1006.808000,270.127120,3.339675,100.486410,257.976630,80.297275
1008.002200,208.698550,2.952189,84.947513,218.083950,80.297275
1009.207500,243.060750,3.493337,106.845940,274.303330,80.297275
1010.407900,232.357770,3.199231,94.864742,243.544240,80.297275
1011.601200,249.406380,3.235319,96.330482,247.307200,80.297275
1012.804800,263.862460,3.326380,99.950644,256.601170,80.297275
1014.008800,271.768630,3.324807,99.856240,256.358810,80.297275
1015.206000,257.911690,3.309328,99.305301,254.944390,80.297275
1016.402800,291.090060,3.807174,119.287800,306.245030,80.297275
1017.601200,278.529400,3.664406,113.530470,291.464360,80.297275
1018.802700,247.938960,2.977008,85.908690,220.551560,80.297275
1020.005700,280.176840,3.532178,108.199420,277.778070,80.297275
1021.200800,248.336980,3.112524,91.362216,234.552280,80.297275
1022.404300,231.007600,2.898671,82.742800,212.423830,80.297275
1023.602100,222.384890,2.939426,84.419399,216.728130,80.297275
1024.805700,231.912610,3.135613,92.260317,236.857950,80.297275
1026.000300,249.247970,3.254674,97.087905,249.251720,80.297275
1027.206000,236.260060,3.255386,97.095950,249.272370,80.297275
1028.400300,239.918580,3.219576,95.609493,245.456220,80.297275
1029.600600,220.304920,3.029316,83.752547,215.016140,80.297275
1030.803100,277.473620,3.744179,116.841080,299.963620,80.297275
1032.007900,237.764040,3.043459,88.568662,227.380450,80.297275
1033.202100,265.311180,3.717670,115.648790,296.902690,80.297275
1034.403900,234.025040,3.052468,88.977207,228.429300,80.297275
1035.600700,218.933730,2.865805,81.453780,209.114560,80.297275
1036.808400,283.522100,3.496594,106.852590,274.320380,80.297275
1038.001600,189.840760,3.235263,79.081957,203.025430,80.297275
1039.205800,271.546110,3.671284,113.791710,292.135040,80.297275
1040.409800,312.111030,4.156756,133.569340,342.909740,80.297275
1041.606200,305.340200,3.946452,124.995870,320.899240,80.297275
1042.808500,269.171350,3.657959,113.256930,290.762100,80.297275
1044.003000,281.610030,3.806716,119.218290,306.066580,80.297275
1045.204500,255.897390,3.587703,110.474890,283.619840,80.297275
1046.405500,293.087360,3.872605,121.959600,313.104290,80.297275
1047.605000,277.918180,3.829391,120.169280,308.508050,80.297275
1048.800300,235.298030,3.281066,98.124282,251.912390,80.297275
1050.001400,307.768310,4.095431,130.856090,335.944070,80.297275
1051.205800,261.746540,3.392705,102.617370,263.447400,80.297275
1052.404600,280.223170,3.746520,116.909840,300.140150,80.297275
1053.603600,297.242950,3.986141,126.539670,324.862620,80.297275
1054.802200,289.492880,3.765340,117.555600,301.798000,80.297275
1056.004400,280.652050,3.944915,124.519120,319.675300,80.297275
1057.202400,305.022780,4.215797,135.821590,348.691870,80.297275
1058.403500,325.908880,4.287486,138.683410,356.038990,80.297275
1059.601000,307.286680,3.952942,125.260730,321.579210,80.297275
1060.801600,300.394880,3.994175,126.920650,325.840700,80.297275
1062.006300,276.424650,3.654566,113.209680,290.640800,80.297275
1063.209900,334.523870,4.325959,140.133090,359.760700,80.297275
1064.401500,244.566370,3.246898,96.812264,248.544070,80.297275
1065.605400,263.542870,3.520445,107.898590,277.005750,80.297275
1066.804100,320.508120,4.275339,138.138150,354.639140,80.297275
1068.008800,322.909740,3.800888,119.003370,305.514840,80.297275
1069.201600,299.964510,4.087422,130.565980,335.199280,80.297275
1070.409400,327.610340,4.233115,136.524470,350.496360,80.297275
1071.600600,308.011950,4.211751,135.609620,348.147710,80.297275
1072.807600,313.554520,3.880817,122.235200,313.811850,80.297275
1074.000800,334.190040,4.222991,136.091650,349.385210,80.297275
1075.207700,328.919060,4.408184,143.636300,368.754440,80.297275
1076.404200,295.892810,3.925161,124.092870,318.581000,80.297275
1077.605000,305.464970,3.766482,117.629020,301.986500,80.297275
1078.809000,287.351980,3.678519,114.231530,293.264170,80.297275
1080.003700,240.411260,3.420976,103.751530,266.359100,80.297275
1081.203800,328.432820,4.267177,138.024530,354.347440,80.297275
1082.401400,331.832660,4.233887,136.677200,350.888490,80.297275
1083.606100,363.982830,4.554462,149.532770,383.892300,80.297275
1084.800400,285.421080,3.504097,107.076510,274.895260,80.297275
1086.002200,291.361590,4.054676,129.357670,332.097200,80.297275
1087.207700,333.577230,4.358594,141.491450,363.247990,80.297275
1088.406400,366.773160,4.880011,162.765550,417.864550,80.297275
1089.609100,331.994330,4.203739,135.354260,347.492120,80.297275
1090.808700,254.865320,3.193105,94.580947,242.815660,80.297275
1092.006900,319.164360,4.291588,138.897300,356.588090,80.297275
1093.201300,302.174130,3.878475,122.291490,313.956350,80.297275
1094.400400,297.306800,4.021761,128.118680,328.916360,80.297275
1095.600300,348.938340,4.906856,153.298450,393.559850,80.297275
1096.805800,296.873150,3.735032,116.450580,298.961110,80.297275
1098.005000,367.259580,5.251866,172.133540,441.914790,80.297275
1099.210000,317.534970,4.319659,136.842980,351.314070,80.297275
1100.408100,292.989140,3.783662,118.386810,303.931930,80.297275
1101.606900,289.600150,3.888818,122.584420,314.708380,80.297275
1102.803700,273.503820,3.394388,102.781230,263.868080,80.297275
1104.003600,336.485000,4.558029,149.102110,382.786690,80.297275
1105.207300,268.540740,3.507825,107.350090,275.597600,80.297275
1106.400100,414.105510,5.371063,181.398420,465.700310,80.297275
1107.608300,301.972490,3.626644,112.144680,287.906660,80.297275
